cluster_final,tag,count,share_of_cluster,cluster_size
8,блондинки,1,0.0045045045045045045,222
8,деньги,1,0.0045045045045045045,222
8,23 февраля,1,0.0045045045045045045,222
8,юмор,1,0.0045045045045045045,222
9,Одесса,51,0.2318181818181818,220
9,новые русские,36,0.16363636363636364,220
9,поезд,23,0.10454545454545454,220
9,такси,22,0.1,220
9,автобус,18,0.08181818181818182,220
9,работа,10,0.045454545454545456,220
9,девушки,7,0.031818181818181815,220
9,метро,6,0.02727272727272727,220
9,мужчины,6,0.02727272727272727,220
9,троллейбус,5,0.022727272727272728,220
9,маршрутка,5,0.022727272727272728,220
9,студент,4,0.01818181818181818,220
9,гаи,3,0.013636363636363636,220
9,Украина,3,0.013636363636363636,220
9,отдых,3,0.013636363636363636,220
9,лифт,3,0.013636363636363636,220
9,водка,3,0.013636363636363636,220
9,авто,3,0.013636363636363636,220
9,Рабинович,3,0.013636363636363636,220
9,муж и жена,3,0.013636363636363636,220
9,деньги,3,0.013636363636363636,220
9,почта,2,0.00909090909090909,220
9,трамвай,2,0.00909090909090909,220
9,чукча,2,0.00909090909090909,220
9,Челябинск,2,0.00909090909090909,220
9,объявления,2,0.00909090909090909,220
9,пенсионеры,2,0.00909090909090909,220
9,таможня,1,0.004545454545454545,220
9,8 марта,1,0.004545454545454545,220
9,пиво,1,0.004545454545454545,220
9,пожарный,1,0.004545454545454545,220
9,Мазай,1,0.004545454545454545,220
9,тёща,1,0.004545454545454545,220
9,золотая рыбка,1,0.004545454545454545,220
9,пасха,1,0.004545454545454545,220
9,кино,1,0.004545454545454545,220
9,мобильный,1,0.004545454545454545,220
9,налоги,1,0.004545454545454545,220
9,аптека,1,0.004545454545454545,220
9,кредиты,1,0.004545454545454545,220
9,Путин,1,0.004545454545454545,220
9,дети,1,0.004545454545454545,220
9,о жизни,1,0.004545454545454545,220
9,соседи,1,0.004545454545454545,220
9,звёзды,1,0.004545454545454545,220
9,русский язык,1,0.004545454545454545,220
9,тв,1,0.004545454545454545,220
9,Москва,1,0.004545454545454545,220
9,коронавирус,1,0.004545454545454545,220
10,кошки,60,0.273972602739726,219
10,Шерлок Холмс,21,0.0958904109589041,219
10,собаки,20,0.091324200913242,219
10,соседи,11,0.0502283105022831,219
10,о жизни,9,0.0410958904109589,219
10,тараканы,8,0.0365296803652968,219
10,животные,8,0.0365296803652968,219
10,коронавирус,8,0.0365296803652968,219
10,дети,6,0.0273972602739726,219
10,Муму,5,0.0228310502283105,219
10,муж и жена,5,0.0228310502283105,219
10,приметы,4,0.0182648401826484,219
10,Куклачев,4,0.0182648401826484,219
10,мужчины,4,0.0182648401826484,219
10,интернет,4,0.0182648401826484,219
10,русский язык,4,0.0182648401826484,219
10,дача,3,0.0136986301369863,219
10,авто,3,0.0136986301369863,219
10,работа,3,0.0136986301369863,219
10,деньги,3,0.0136986301369863,219
10,охота,3,0.0136986301369863,219
10,покемоны,3,0.0136986301369863,219
10,Чебурашка,2,0.0091324200913242,219
10,звёзды,2,0.0091324200913242,219
10,отдых,2,0.0091324200913242,219
10,политика,2,0.0091324200913242,219
10,кредиты,2,0.0091324200913242,219
10,веган,2,0.0091324200913242,219
10,наркотики,2,0.0091324200913242,219
10,Одесса,2,0.0091324200913242,219
10,парашют,1,0.0045662100456621,219
10,цитаты,1,0.0045662100456621,219
10,инструкции,1,0.0045662100456621,219
10,пасха,1,0.0045662100456621,219
10,Колобок,1,0.0045662100456621,219
10,Мазай,1,0.0045662100456621,219
10,армянское радио,1,0.0045662100456621,219
10,новые русские,1,0.0045662100456621,219
10,Донцова,1,0.0045662100456621,219
10,Украина,1,0.0045662100456621,219
